,Unnamed: 0,Title,Production company,Cast and crew,Rank,Genre,Tickets Sold,Release Year Gross,ReleaseYear
49,49,Woman in Gold,The Weinstein Company,"Simon Curtis (director); Alexi Kaye Campbell (screenplay); Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes, Tatiana Maslany, Max Irons, Charles Dance, Elizabeth McGovern, Jonathan Pryce",77,Drama,3951102.0,33307793.0,2015
50,50,Ex Machina,A24,"Alex Garland (director/screenplay); Domhnall Gleeson, Alicia Vikander, Oscar Isaac",97,Thriller/Suspense,3017908.0,25440971.0,2015
51,51,The Longest Ride,20th Century Fox,"George Tillman, Jr. (director); Craig Bolotin (screenplay); Britt Robertson, Scott Eastwood, Jack Huston, Oona Chaplin, Alan Alda",70,Drama,4442007.0,37446117.0,2015
52,52,Lost River,Lions Gate Entertainment,"Ryan Gosling (director/screenplay); Christina Hendricks, Saoirse Ronan, Iain De Caestecker, Matt Smith, Eva Mendes, Ben Mendelsohn",505,Thriller/Suspense,5389.0,45431.0,2015
53,54,Child 44,Lions Gate Entertainment,"Daniel Espinosa (director); Richard Price (screenplay); Tom Hardy, Gary Oldman, Noomi Rapace, Joel Kinnaman, Paddy Considine, Jason Clarke, Vincent Cassel",238,Thriller/Suspense,145234.0,1224330.0,2015
54,55,Monkey Kingdom,Walt Disney Studios Motion Pictures,"Mark Linfield, Alastair Fothergill (director); Tina Fey (narrator)",115,Documentary,1949267.0,16432322.0,2015
55,56,Paul Blart: Mall Cop 2,Columbia Pictures,"Andy Fickman (director); Kevin James, Nick Bakay (screenplay); Kevin James, Raini Rodriguez, Neal McDonough, Shirley Knight",40,Adventure,8433167.0,71091594.0,2015
56,57,True Story,Fox Searchlight Pictures,"Rupert Goold (director/screenplay); David Kajganich (screenplay); Jonah Hill, James Franco, Felicity Jones",167,Drama,559869.0,4719695.0,2015
57,58,Unfriended,Universal Pictures,"Levan Gabriadze (director); Nelson Greaves (screenplay); Shelley Hennig, Moses Storm, Renee Olstead, Will Peltz, Jacob Wysocki, Courtney Halverson, Heather Sossaman",80,Horror,3889638.0,32789645.0,2015
58,59,Adult Beginners,The Weinstein Company,"Ross Katz (director); Jeff Cox, Liz Flahive (screenplay); Rose Byrne, Nick Kroll, Bobby Cannavale, Joel McHale",437,Comedy,12432.0,104808.0,2015
59,60,Blackbird,RLJ Entertainment,"Patrik-Ian Polk (director/screenplay); Rikki Beadle-Blair (screenplay); Mo'Nique, Isaiah Washington, Julian Walker, Kevin Allesee, Gary LeRoi Gray, Nikki Jane, Torrey Laamar, Terrell Tilford, D. Woods",460,Drama,9300.0,78400.0,2015
61,62,Brotherly Love,Freestyle Releasing,"Jamal Hill (director/screenplay); Keke Palmer, Cory Hardrict, Quincy Brown, Romeo Miller, Eric D. Hill Jr., Macy Gray, Malik Yoba, Faizon Love",299,Drama,56772.0,478595.0,2015
62,63,Just Before I Go,Anchor Bay Films,"Courteney Cox (director); David Flebotte (screenplay); Seann William Scott, Olivia Thirlby, Garret Dillahunt, Kate Walsh, Kyle Gallner, Evan Ross, Rob Riggle, Mackenzie Marsh, Missi Pyle, Connie Stevens, David Arquette, Elisha Cuthbert, Cleo King",626,Comedy,1301.0,10970.0,2015
63,64,Little Boy,Open Road Films,"Alejandro Gómez Monteverde (director/screenplay); Pepe Portillo (screenplay); Jakob Salvati, Emily Watson, Cary-Hiroyuki Tagawa, Michael Rapaport, David Henrie, Eduardo Verástegui, Ben Chaplin, Tom Wilkinson",155,Drama,769390.0,6485961.0,2015
64,65,The Age of Adaline,Lions Gate Entertainment,"Lee Toland Krieger (director); J. Mills Goodloe, Salvador Paskowitz (screenplay); Blake Lively, Michiel Huisman, Kathy Baker, Harrison Ford, Ellen Burstyn",68,Drama,5056912.0,42629776.0,2015
65,66,Avengers: Age of Ultron,Walt Disney,"Joss Whedon (director/screenplay); Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Jeremy Renner, Don Cheadle, Aaron Taylor-Johnson, Elizabeth Olsen, Paul Bettany, Cobie Smulders, Anthony Mackie, Hayley Atwell, Idris Elba, Stellan Skarsgård, James Spader, Samuel L. Jackson",3,Action,54449094.0,459005868.0,2015
66,67,Far from the Madding Crowd,Fox Searchlight Pictures,"Thomas Vinterberg (director); David Nicholls (screenplay); Carey Mulligan, Matthias Schoenaerts, Michael Sheen, Tom Sturridge, Juno Temple",128,Drama,1451542.0,12236500.0,2015
67,68,The D Train,IFC Films,"Jarrad Paul, Andrew Mogel (director/screenplay); Jack Black, James Marsden, Kathryn Hahn, Mike White, Jeffrey Tambor",275,Comedy,79441.0,669688.0,2015
68,69,Hot Pursuit,Warner Bros.,"Anne Fletcher (director); David Feeney, John Quaintance (screenplay); Reese Witherspoon, Sofía Vergara, John Carroll Lynch, Robert Kazinsky",74,Comedy,4102040.0,34580201.0,2015
69,70,Maggie,Lionsgate,"Henry Hobson (director); John Scott 3 (screenplay); Arnold Schwarzenegger, Abigail Breslin, Joely Richardson",382,Drama,22195.0,187112.0,2015
70,71,Mad Max: Fury Road,Warner Bros.,"George Miller (director/screenplay); Brendan McCarthy, Nico Lathouris (screenplay); Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Rosie Huntington-Whiteley, Riley Keough, Zoë Kravitz, Abbey Lee, Courtney Eaton",21,Action,18174895.0,153214368.0,2015
72,73,Pitch Perfect 2,Universal Pictures,"Elizabeth Banks (director); Kay Cannon (screenplay); Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow, Skylar Astin, Adam DeVine, Katey Sagal, Anna Camp, Alexis Knapp, Hana Mae Lee, John Michael Higgins, Elizabeth Banks",13,Comedy,21861949.0,184296230.0,2015
73,74,I'll See You in My Dreams,Bleecker Street,"Brett Haley (director/screenplay); Marc Basch (screenplay); Blythe Danner, Martin Starr, June Squibb, Rhea Perlman, Mary Kay Place, Malin Åkerman, Sam Elliott",146,Romantic Comedy,883710.0,7449681.0,2015
74,75,Poltergeist,20th Century Fox,"Gil Kenan (director); David Lindsay-Abaire (screenplay); Sam Rockwell, Rosemarie DeWitt, Jared Harris, Jane Adams",59,Horror,5625756.0,47425125.0,2015
75,76,Tomorrowland,Walt Disney Pictures,"Brad Bird (director/screenplay); Damon Lindelof (screenplay); George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy, Tim McGraw, Kathryn Hahn, Keegan-Michael Key",30,Adventure,11083786.0,93436322.0,2015
76,77,Aloha,20th Century Fox,"Cameron Crowe (director/screenplay); Bradley Cooper, Emma Stone, Rachel McAdams, Bill Murray, John Krasinski, Danny McBride, Alec Baldwin",103,Drama,2497275.0,21052030.0,2015
77,78,San Andreas,Warner Bros. New Line Cinema,"Brad Peyton (director); Carlton Cuse (screenplay); Dwayne Johnson, Carla Gugino, Alexandra Daddario, Ioan Gruffudd, Archie Panjabi, Paul Giamatti",20,Adventure,18409351.0,155190832.0,2015
78,79,Barely Lethal,A24,"Kyle Newman (director); John D'Arco (screenplay); Hailee Steinfeld, Thomas Mann, Sophie Turner, Dove Cameron, Jessica Alba, Samuel L. Jackson",718,Comedy,582.0,4912.0,2015
79,80,Heaven Knows What,RADiUS-TWC,"Safdie brothers (director); Josh Safdie, Ronald Bronstein (screenplay); Arielle Holmes, Caleb Landry Jones, Buddy Duress, Necro, Eleonore Hendricks",458,Drama,9526.0,80312.0,2015
80,81,Entourage,Warner Bros.,"Doug Ellin (director/screenplay); Kevin Connolly, Adrian Grenier, Kevin Dillon, Jerry Ferrara, Jeremy Piven",81,Comedy,3839075.0,32363404.0,2015
81,82,Love & Mercy,Roadside Attractions,"Bill Pohlad (director); Oren Moverman, Michael Alan Lerner (screenplay); John Cusack, Paul Dano, Elizabeth Banks, Paul Giamatti",124,Drama,1488853.0,12551031.0,2015
82,83,Jurassic World,Universal Pictures,"Colin Trevorrow (director/screenplay); Rick Jaffa, Amanda Silver, Derek Connolly (screenplay); Chris Pratt, Bryce Dallas Howard, Vincent D'Onofrio, Ty Simpkins, Nick Robinson, Omar Sy, BD Wong, Irrfan Khan",2,Action,77374926.0,652270625.0,2015
83,84,Me and Earl and the Dying Girl,Fox Searchlight Pictures,"Alfonso Gomez-Rejon (director); Jesse Andrews (screenplay); Thomas Mann, Olivia Cooke, RJ Cyler, Nick Offerman, Molly Shannon, Jon Bernthal, Connie Britton",152,Drama,801710.0,6758416.0,2015
84,85,Dope,Open Road Films,"Rick Famuyiwa (director/screenplay); Shameik Moore, Tony Revolori, Kiersey Clemons, Kimberly Elise, Chanel Iman, Tyga, Blake Anderson, Zoë Kravitz, ASAP Rocky",384,Comedy,21950.0,185037.0,2015
85,86,Inside Out,Walt Disney Pictures,"Pete Docter (director/screenplay); Meg LeFauve, Josh Cooley (screenplay); Amy Poehler, Phyllis Smith, Richard Kind, Lewis Black, Bill Hader, Mindy Kaling, Kaitlyn Dias, Diane Lane, Kyle MacLachlan",4,Adventure,42284900.0,356461711.0,2015
86,87,Max,Lions Gate Entertainment,"Boaz Yakin (director/screenplay); Sheldon Lettich (screenplay); Josh Wiggins, Lauren Graham, Thomas Haden Church",67,Adventure,5060053.0,42656255.0,2015
87,88,Ted 2,Universal Pictures,"Seth MacFarlane (director/screenplay); Alec Sulkin, Wellesley Wild (screenplay); Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Morgan Freeman",35,Comedy,9665052.0,81476385.0,2015
88,89,Magic Mike XXL,Warner Bros. Pictures,"Gregory Jacobs (director); Reid Carolin (screenplay); Channing Tatum, Matt Bomer, Joe Manganiello, Kevin Nash, Adam Rodríguez, Gabriel Iglesias, Amber Heard, Donald Glover, Andie MacDowell, Elizabeth Banks, Jada Pinkett Smith",43,Comedy,7830730.0,66013057.0,2015
89,90,Amy,A24,Asif Kapadia (director); Amy Winehouse,140,Documentary,997581.0,8409616.0,2015
91,92,Minions,Universal Pictures,"Pierre Coffin, Kyle Balda (director); Brian Lynch (screenplay); Pierre Coffin, Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney, Steve Coogan, Jennifer Saunders",7,Adventure,39863081.0,336045770.0,2015
92,93,The Gallows,Warner Bros. Pictures,"Chris Lofing, Travis Cluff (director/screenplay); Reese Mishler, Pfeifer Brown, Ryan Shoos, Cassidy Gifford",99,Horror,2700404.0,22764410.0,2015
93,94,Self/Less,Focus Features,"Tarsem Singh (director); Alex Pastor, David Pastor (screenplay); Ryan Reynolds, Natalie Martinez, Matthew Goode, Victor Garber, Derek Luke, Ben Kingsley",127,Thriller/Suspense,1456665.0,12279691.0,2015
94,95,Tangerine,Magnolia Pictures,"Sean Baker (director/screenplay); Chris Bergoch (screenplay); Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian, Mickey O'Hagan, Alla Tumanian, James Ransone",273,Comedy,83316.0,702354.0,2015
95,96,Boulevard,Starz Digital,"Dito Montiel (director); Douglas Soesbe (screenplay); Robin Williams, Kathy Baker, Roberto Aguire, Giles Matthey, Bob Odenkirk",423,Drama,14964.0,126150.0,2015
96,97,Strangerland,Alchemy,"Kim Farrant (director); Fiona Seres, Michael Kinirons (screenplay); Nicole Kidman, Joseph Fiennes, Hugo Weaving, Lisa Flanagan, Meyne Wyatt, Maddison Brown, Nicholas Hamilton",594,Drama,2072.0,17472.0,2015
97,98,Ant-Man,Walt Disney,"Peyton Reed (director); Edgar Wright, Joe Cornish, Adam McKay, Paul Rudd (screenplay); Paul Rudd, Evangeline Lilly, Corey Stoll, Bobby Cannavale, Michael Peña, Tip ""T.I."" Harris, Anthony Mackie, Wood Harris, Judy Greer, David Dastmalchian, Michael Douglas",14,Action,21376294.0,180202163.0,2015
98,99,Trainwreck,Universal Pictures,"Judd Apatow (director); Amy Schumer (screenplay); Amy Schumer, Bill Hader, Brie Larson, Colin Quinn, John Cena, Vanessa Bayer, Tilda Swinton, Ezra Miller, LeBron James, Mike Birbiglia",27,Romantic Comedy,13073867.0,110212700.0,2015
99,100,Irrational Man,Sony Pictures Classics,"Woody Allen (director/screenplay); Jamie Blackley, Joaquin Phoenix, Parker Posey, Emma Stone",175,Comedy,478097.0,4030360.0,2015
100,101,Mr. Holmes,Miramax Roadside Attractions,"Bill Condon (director); Jeffrey Hatcher (screenplay); Ian McKellen, Laura Linney, Hiroyuki Sanada, Milo Parker",112,Drama,2104109.0,17737646.0,2015
101,102,Pixels,Columbia Pictures,"Chris Columbus (director); Tim Herlihy, Timothy Dowling (screenplay); Michael Douglas, Diane Keaton, Sterling Jerins",37,Adventure,9343533.0,78765986.0,2015
102,103,Southpaw,The Weinstein Company,"Antoine Fuqua (director); Kurt Sutter (screenplay); Jake Gyllenhaal, Forest Whitaker, Naomie Harris, Curtis ""50 Cent"" Jackson, Oona Laurence, Rachel McAdams",54,Drama,6218499.0,52421953.0,2015
103,104,Paper Towns,20th Century Fox,"Jake Schreier (director); Scott Neustadter, Michael H. Weber (screenplay); Nat Wolff, Cara Delevingne, Halston Sage, Justice Smith, Austin Abrams",82,Drama,3796003.0,32000304.0,2015
104,105,The Vatican Tapes,Lions Gate Entertainment,"Mark Neveldine (director); Christopher Borrelli, Michael C. Martin (screenplay); Olivia Taylor Dudley, Michael Peña, Dougray Scott, Djimon Hounsou",215,Horror,211715.0,1784763.0,2015
105,106,Vacation,Warner Bros. Pictures,"Jonathan Goldstein, John Francis Daley (director/screenplay); Ed Helms, Christina Applegate, Leslie Mann, Beverly D'Angelo, Chevy Chase",48,Comedy,6985075.0,58884188.0,2015
106,107,The Gift,STX Entertainment,"Joel Edgerton (director/screenplay); Jason Bateman, Rebecca Hall, Joel Edgerton",64,Thriller/Suspense,5194218.0,43787265.0,2015
107,108,Ricki and the Flash,Sony Pictures,"Jonathan Demme (director); Diablo Cody (screenplay); Meryl Streep, Kevin Kline, Mamie Gummer, Audra McDonald, Sebastian Stan, Rick Springfield",93,Drama,3183808.0,26839498.0,2015
108,109,Straight Outta Compton,Universal Pictures,"F. Gary Gray (director); Jonathan Herman, Andrea Berloff (screenplay); O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr., Aldis Hodge, Paul Giamatti",19,Drama,19121920.0,161197785.0,2015
109,110,She's Funny That Way,Clarius Entertainment,"Peter Bogdanovich (director/screenplay); Louise Stratten (screenplay); Owen Wilson, Imogen Poots, Kathryn Hahn, Will Forte, Cybill Shepherd, Austin Pendleton, Joanna Lumley, Richard Lewis, Rhys Ifans, Jennifer Aniston",432,Comedy,13285.0,111993.0,2015
110,111,No Escape,The Weinstein Company,"John Erick Dowdle (director/screenplay); Drew Dowdle (screenplay); Owen Wilson, Lake Bell, Sterling Jerins, Claire Geare, Pierce Brosnan",91,Thriller/Suspense,3237114.0,27288872.0,2015
112,113,Hitman: Agent 47,20th Century Fox,"Aleksander Bach (director); Skip Woods, Michael Finch (screenplay); Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds, Thomas Kretschmann, Angelababy",100,Action,2665178.0,22467450.0,2015
113,114,Before We Go,RADiUS,"Chris Evans (director); Ronald Bass, Jen Smolka, Chris Shafer, Paul Vicknair (screenplay); Chris Evans, Alice Eve",525,Drama,4406.0,37151.0,2015
114,115,The Visit,Universal Pictures,"M. Night Shyamalan (director/screenplay); Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie, Kathryn Hahn",44,Horror,7735007.0,65206105.0,2015
115,116,The Perfect Guy,Screen Gems,"David M. Rosenthal (director); Tyger Williams (screenplay); Sanaa Lathan, Michael Ealy, Morris Chestnut, Charles S. Dutton, Tess Harper, Kathryn Morris, Rutina Wesley, Holt McCallany",49,Thriller/Suspense,6764820.0,57027435.0,2015
116,117,Sleeping with Other People,IFC Films,"Leslye Headland (director/screenplay); Jason Sudeikis, Alison Brie, Adam Scott, Jason Mantzoukas, Natasha Lyonne, Adam Brody, Amanda Peet",265,Romantic Comedy,96651.0,814775.0,2015
117,118,Black Mass,Atlas Distribution,"Scott Cooper (director); Mark Mallouk, Jez Butterworth (screenplay); Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Rory Cochrane, Jesse Plemons, Kevin Bacon, Peter Sarsgaard, Dakota Johnson, Corey Stoll",46,Drama,7422974.0,62575678.0,2015
118,119,Everest,Universal Pictures,"Baltasar Kormákur (director); William Nicholson, Simon Beaufoy (screenplay); Jason Clarke, Josh Brolin, John Hawkes, Robin Wright, Michael Kelly, Sam Worthington, Keira Knightley, Emily Watson, Jake Gyllenhaal",65,Adventure,5158039.0,43482270.0,2015
119,120,Sicario,Lionsgate,"Denis Villeneuve (director); Taylor Sheridan (screenplay); Emily Blunt, Benicio del Toro, Josh Brolin, Victor Garber",60,Thriller/Suspense,5554444.0,46823967.0,2015
121,122,Hotel Transylvania 2,Sony Pictures Releasing,"Genndy Tartakovsky (director); Robert Smigel, Adam Sandler (screenplay); Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, David Spade, Steve Buscemi, Keegan-Michael Key, Molly Shannon, Fran Drescher, Mel Brooks",16,Adventure,19984700.0,168471018.0,2015
123,124,99 Homes,Broad Green Pictures,"Ramin Bahrani (director/screenplay); Amir Naderi (screenplay); Andrew Garfield, Michael Shannon, Tim Guinee, Laura Dern",224,Drama,167488.0,1411927.0,2015
124,125,The Intern,Warner Bros. Pictures,"Nancy Meyers (director/screenplay); Robert De Niro, Anne Hathaway, Rene Russo",39,Comedy,8964992.0,75574886.0,2015
126,127,Stonewall,Roadside Attractions,"Roland Emmerich (director); Jon Robin Baitz (screenplay); Jeremy Irvine, Jonny Beauchamp, Joey King, Caleb Landry Jones, Matt Craven, Jonathan Rhys Meyers, Ron Perlman",381,Drama,22262.0,187674.0,2015
127,128,Mississippi Grind,A24,"Anna Boden, Ryan Fleck (director/screenplay); Ryan Reynolds, Ben Mendelsohn, Sienna Miller, Analeigh Tipton, Alfre Woodard",421,Drama,15485.0,130541.0,2015
128,129,The Walk,Sony Pictures Releasing,"Robert Zemeckis (director/screenplay); Christopher Browne (screenplay); Joseph Gordon-Levitt, Ben Kingsley, Charlotte Le Bon, James Badge Dale",136,Drama,1205360.0,10161183.0,2015
129,130,The Martian,20th Century Fox,"Ridley Scott (director); Drew Goddard (screenplay); Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael Peña, Kate Mara, Sean Bean, Sebastian Stan, Aksel Hennie, Chiwetel Ejiofor",9,Thriller/Suspense,26731359.0,225345353.0,2015
131,132,Steve Jobs,Universal Pictures,"Danny Boyle (director); Aaron Sorkin (screenplay); Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",111,Drama,2107551.0,17766658.0,2015
132,133,Pan,Warner Bros. Pictures,"Joe Wright (director); Jason Fuchs (screenplay); Hugh Jackman, Garrett Hedlund, Rooney Mara, Levi Miller, Amanda Seyfried",73,Adventure,4158654.0,35057457.0,2015
134,135,Knock Knock,Lionsgate Premiere,"Eli Roth (director/screenplay); Nicolás López, Guillermo Amoedo (screenplay); Keanu Reeves, Ana de Armas, Lorenza Izzo, Aaron Burns, Ignacia Allamand, Colleen Camp",528,Thriller/Suspense,4310.0,36336.0,2015
135,136,Beasts of No Nation,Netflix,"Cary Joji Fukunaga (director/screenplay); Idris Elba, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King King"" Nii Adom Quaye, Abraham Attah",452,Drama,10768.0,90777.0,2015
136,137,Bridge of Spies,Walt Disney Studios Motion Pictures,"Steven Spielberg (director); Matt Charman, Ethan Coen, Joel Coen (screenplay); Tom Hanks, Mark Rylance, Amy Ryan, Alan Alda",41,Thriller/Suspense,8376056.0,70610153.0,2015
138,139,Crimson Peak,Universal Pictures,"Guillermo del Toro (director/screenplay); Matthew Robbins (screenplay); Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Jim Beaver",84,Horror,3688057.0,31090320.0,2015
139,140,Goosebumps,Columbia Pictures,"Rob Letterman (director); Darren Lemke (screenplay); Jack Black, Dylan Minnette, Odeya Rush, Amy Ryan, Ryan Lee, Jillian Bell",36,Horror,9387054.0,79132868.0,2015
141,142,Room,A24,"Lenny Abrahamson (director); Emma Donoghue (screenplay); Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, William H. Macy",165,Drama,590388.0,4976972.0,2015
143,144,Woodlawn,Pure Flix Entertainment,"Andrew Erwin (director); Jon Erwin (director/screenplay); Quinton Peeples (screenplay); Sean Astin, Nic Bishop, Caleb Castille, Sherri Shepherd, Jon Voight",120,Drama,1705883.0,14380599.0,2015
145,146,Truth,Sony Pictures Classics,"James Vanderbilt (director/screenplay); Cate Blanchett, Robert Redford, Topher Grace, Elisabeth Moss, Bruce Greenwood, Stacy Keach, Dennis Quaid",195,Thriller/Suspense,298605.0,2517245.0,2015
147,148,Experimenter,Magnolia Pictures,"Michael Almereyda (director/screenplay); Peter Sarsgaard, Winona Ryder, Jim Gaffigan, Edoardo Ballerini, Kellan Lutz, Dennis Haysbert, Danny A. Abeckaser, Taryn Manning, Anton Yelchin, John Leguizamo",405,Drama,18454.0,155575.0,2015
148,149,Rock the Kasbah,Open Road Films,"Barry Levinson (director); Mitch Glazer (screenplay); Bill Murray, Kate Hudson, Zooey Deschanel, Danny McBride, Scott Caan, Leem Lubany, Arian Moayed, Bruce Willis",189,Comedy,358323.0,3020665.0,2015
149,150,Jem and the Holograms,Universal Pictures,"Jon M. Chu (director); Ryan Landels (screenplay); Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Ryan Guzman, Molly Ringwald, Juliette Lewis",202,Musical,259151.0,2184640.0,2015
